metadata_source,query_ids,best_query_rank,openalex_id,doi,title,abstract,publication_date,year,type,venue,publisher,authors,cited_by_count,landing_url,open_pdf_url,is_oa,dedup_key,screen_status,relevance_score,core_perovskite_pv,has_stability_terms,has_curve_time_terms,has_nonmonotonic_terms,has_clustering_terms,is_review_title,doi_url
OpenAlex,oa_light_soaking_recovery,133,https://openalex.org/W4366580319,10.1038/s41598-023-33473-9,Self-healing perovskite solar cells based on copolymer-templated TiO2 electron transport layer,"Abstract Inorganic hole-transport materials (HTMs) such as copper indium disulfide (CIS) have been applied in perovskite solar cells (PSCs) to improve the poor stability of the conventional Spiro-based PSCs. However, CIS-PSCs' main drawback is their lower efficiency than Spiro-PSCs. In this work, copolymer-templated TiO2 (CT-TiO2) structures have been used as an electron transfer layer (ETL) to improve the photocurrent density and efficiency of CIS-PSCs. Compared to the conventional random porous TiO2 ETLs, copolymer-templated TiO2 ETLs with a lower refractive index improve the transmittance of input light into the cell and therefore enhance the photovoltaic performance. Interestingly, a large number of surface hydroxyl groups on the CT-TiO2 induce a self-healing effect in perovskite. Thus, they provide superior stability in CIS-PSC. The fabricated CIS-PSC presents a conversion efficiency of 11.08% (Jsc = 23.35 mA/cm2, Voc = 0.995, and FF = 0.477) with a device area of 0.09 cm2 under 100 mW/cm2. Moreover, these unsealed CIS-PSCs retained 100% of their performance after aging tests for 90 days under ambient conditions and even increased from 11.08 to 11.27 over time due to self-healing properties.",2023-04-19,2023,article,Scientific Reports,,Nakisa Lalpour; Valiollah Mirkhani; Reza Keshavarzi; Majid Moghadam; Shahram Tangestaninejad; Iraj Mohammadpoor‐Baltork; Peng Gao,23,https://doi.org/10.1038/s41598-023-33473-9,https://www.nature.com/articles/s41598-023-33473-9.pdf,True,doi:10.1038/s41598-023-33473-9,A_curve_likely_original,30,True,True,True,True,False,False,https://doi.org/10.1038/s41598-023-33473-9
Crossref;OpenAlex,cr_light_soaking_recovery;oa_light_soaking_recovery;oa_reversible_degradation,54,https://openalex.org/W2994732556,10.1021/acs.jpclett.9b03210,Visualizing the Impact of Light Soaking on Morphological Domains in an Operational Cesium Lead Halide Perovskite Solar Cell,") perovskite solar cells (PSCs) under working conditions are studied using nanoscale-resolved fluorescence lifetime imaging microscopy (FLIM). The temporally and spatially resolved photoluminescence (PL) changes in the perovskite film during and after bias light soaking are dynamically monitored. Through the analysis of the dynamic variations of PL intensity and PL lifetime of an open-circuit PSC, the impacts of light soaking are revealed by a dynamic model of photogenerated charge carrier and mobile ions. We confirmed the different behaviors between morphological domain interiors and domain boundaries during light soaking, which shed light on the engineering of the domain interiors in addition to the commonly considered domain boundary strategies. This work provides a full picture of the photogenerated process in an operational PSC and therefore guides the design and operation of perovskite-based optoelectronic devices.",2019-12-12,2019,article,The Journal of Physical Chemistry Letters,American Chemical Society (ACS),Thi‐Hai‐Yen Vu; Weijian Chen; Xiaofan Deng; Cho Fai Jonathan Lau; Shujuan Huang; Anita Ho‐Baillie; Baohua Jia; Xiaoming Wen,23,https://doi.org/10.1021/acs.jpclett.9b03210,,True,doi:10.1021/acs.jpclett.9b03210,A_curve_likely_original,30,True,True,True,True,False,False,https://doi.org/10.1021/acs.jpclett.9b03210
OpenAlex,oa_light_soaking_recovery;oa_operational_stability;oa_outdoor_diurnal;oa_reversible_degradation,4,https://openalex.org/W4404717963,10.1002/aenm.202403844,Seasonal Effects on Outdoor Stability of Perovskite Solar Cells,"Abstract The critical challenge for the commercialization of perovskite solar cells (PSCs) is their operational stability. PSCs’ outdoor operation exposes the cells to a combination of stress factors that are difficult to reproduce by indoor testing due to diurnal and seasonal variations. This highlights the need for outdoor testing under operational conditions. The effect of climate conditions on outdoor operational lifetime/ degradation of n‐i‐p PSCs is systematically studied herein. Their lifetime indicators are determined in different seasons, and correlated with the outdoor irradiance and temperatures measured simultaneously. Based on this outdoor measurement analysis and indoor light cycling stability tests, it is suggested that ambient temperatures induce a more significant effect than the irradiance on the PSC's lifetime/ degradation . The study also suggests different roles played by the temperatures during the diurnal light versus dark periods: the day/ light time maximum temperatures have a more significant effect on the long‐term degradation. In contrast, minimum temperatures during the night/ dark cycles significantly affected the diurnal reversible degradation and the initial fast degradation. The results show that the commonly used lifetime indicators T80 and T50 are climate‐dependent, and their use for comparative purposes is valid only if measured in similar climatic conditions.",2024-11-26,2024,article,Advanced Energy Materials,,Ritesh Kant Gupta; Kishore Kumar Devarepally; Vediappan Sudhakar; Johannes M. Beckedahl; Antonio Abate; Eugene A. Katz; Iris Visoly‐Fisher,17,https://doi.org/10.1002/aenm.202403844,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/aenm.202403844,True,doi:10.1002/aenm.202403844,A_curve_likely_original,30,True,True,True,True,False,False,https://doi.org/10.1002/aenm.202403844
OpenAlex,oa_operational_stability,167,https://openalex.org/W4404657037,10.1002/smll.202410601,The Molecular Additive N‐Acetyl‐L‐Phenylalanine Delays the Crystallization and Suppresses the Phase Impurity for Achieving Triple‐Cation Perovskite Solar Cells with Efficiency Over 25%,"Abstract The crystallization process plays an important role in the formation of high‐quality perovskite film for achieving efficient perovskite solar cells (PSCs), especially in the formation of mixed‐cation perovskite film, as there are normally more phase impurities than in pure CH(NH 2 ) 2 PbI 3 (FAPbI 3 ) film. Herein, a molecular additive strategy, i.e., introducing non‐planar molecule N‐acetyl‐L‐phenylalanine (APO) into the lead iodide (PbI 2 ) precursor solution, is proposed to modulate crystallization kinetics and inhibit the generation of phase impurities of metastable pretreated perovskite film. The delayed crystallization process promotes a sufficient reaction between organic salts solution and inorganic Pb‐I framework, and perovskite phase decomposition is prevented by forming strong hydrogen bonds between ─NH and I, resulting in the formation of uniform film with large‐size crystal grains and high‐purity crystalline phase. Ultimately, the target PSC devices achieve an impressive power conversion efficiency (PCE) of 25.05%, which is among the highest values of triple‐cation (FAMACs) PSCs. Meanwhile, PSC modules with 10.8 cm 2 obtain a PCE of 20.35%. Furthermore, the unencapsulated PSCs retain 94% of the initial efficiency after 40 days of storage under ambient conditions with 20% RH and also yield superior operational stability under light soaking at maximum power point tracking (MPPT) in nitrogen (N 2 ) atmosphere.",2024-11-24,2024,article,Small,,Yang Ding; Siyuan Lu; Jianhui Chang; Erming Feng; Hengyue Li; Caoyu Long; Yingguo Yang; Chenyi Yi; Zijian Zheng; Liming Ding; Junliang Yang,17,https://doi.org/10.1002/smll.202410601,,False,doi:10.1002/smll.202410601,A_curve_likely_original,30,True,True,True,True,False,False,https://doi.org/10.1002/smll.202410601
Crossref,cr_outdoor_diurnal;cr_reversible_degradation,31,,10.1002/solr.202100028,Photovoltaic Recovery of All Printable Mesoporous‐Carbon‐based Perovskite Solar Cells,"Lead halide perovskites attract much attention in recent years as a realistic solution for efficient and low‐cost solar cells. One of the interesting solar cell structures is the fully mesoporous‐carbon‐based perovskite solar cells. The mesoporous layers can be fabricated entirely by screen printing with the potential for upscaling. Herein, the two‐step deposition of perovskite in mesoporous‐carbon‐based perovskite solar cells is studied. The influence of the dipping time on the photovoltaic parameters is investigated using charge extraction and intensity‐modulated photovoltage spectroscopy (IMVS) measurements. A power conversion efficiency of 15% is observed for cells fabricated using two‐step deposition which is one of the highest reported for this solar cell structure. Stability characterizations at maximum power point (MPP) tracking show degradation with time, however a complete recovery of the devices in the dark is revealed. Analyzing the mechanism for this shows that the perovskite's unit cell shrinks during the recovery process due to internal stress relief. This interesting phenomenon opens the possibility to optimize the stability of these solar cells for commercial applications.",2021-03,2021,journal-article,Solar RRL,Wiley,Stav Alon; Maayan Sohmer; Chandra Shakher Pathak; Iris Visoly‐Fisher; Lioz Etgar,15,https://doi.org/10.1002/solr.202100028,,False,doi:10.1002/solr.202100028,A_curve_likely_original,30,True,True,True,True,False,False,https://doi.org/10.1002/solr.202100028
OpenAlex,oa_light_soaking_recovery,5,https://openalex.org/W2397919288,10.1038/ncomms10228,A polymer scaffold for self-healing perovskite solar cells,"Advancing of the lead halide perovskite solar cells towards photovoltaic market demands large-scale devices of high-power conversion efficiency, high reproducibility and stability via low-cost fabrication technology, and in particular resistance to humid environment for long-time operation. Here we achieve uniform perovskite film based on a novel polymer-scaffold architecture via a mild-temperature process. These solar cells exhibit efficiency of up to ∼ 16% with small variation. The unencapsulated devices retain high output for up to 300 h in highly humid environment (70% relative humidity). Moreover, they show strong humidity resistant and self-healing behaviour, recovering rapidly after removing from water vapour. Not only the film can self-heal in this case, but the corresponding devices can present power conversion efficiency recovery after the water vapour is removed. Our work demonstrates the value of cheap, long chain and hygroscopic polymer scaffold in perovskite solar cells towards commercialization.",2016-01-06,2016,article,Nature Communications,,Yicheng Zhao; Jing Wei; Heng Li; Yin Yan; Wenke Zhou; Dapeng Yu; Qing Zhao,666,https://doi.org/10.1038/ncomms10228,https://www.nature.com/articles/ncomms10228.pdf,True,doi:10.1038/ncomms10228,B_perovskite_stability_related,29,True,True,False,True,False,False,https://doi.org/10.1038/ncomms10228
OpenAlex,oa_pce_time_curve,35,https://openalex.org/W2806673750,10.1038/s41467-018-04636-4,Solvent-controlled growth of inorganic perovskite films in dry environment for efficient and stable solar cells,"Abstract Inorganic halide perovskites such as cesium lead halide are promising due to their excellent thermal stability. Cesium lead iodide (CsPbI 3 ) has a bandgap of 1.73 eV and is very suitable for making efficient tandem solar cells, either with low-bandgap perovskite or silicon. However, the phase instability of CsPbI 3 is hindering the further optimization of device performance. Here, we show that high quality and stable α-phase CsPbI 3 film is obtained via solvent-controlled growth of the precursor film in a dry environment. A 15.7% power conversion efficiency of CsPbI 3 solar cells is achieved, which is the highest efficiency reported for inorganic perovskite solar cells up to now. And more importantly, the devices can tolerate continuous light soaking for more than 500 h without efficiency drop.",2018-06-04,2018,article,Nature Communications,,Pengyang Wang; Xingwang Zhang; Yuqin Zhou; Qi Jiang; Qiufeng Ye; Zema Chu; Xingxing Li; Xiaolei Yang; Zhigang Yin; Jingbi You,640,https://doi.org/10.1038/s41467-018-04636-4,https://www.nature.com/articles/s41467-018-04636-4.pdf,True,doi:10.1038/s41467-018-04636-4,B_perovskite_stability_related,29,True,True,False,True,False,False,https://doi.org/10.1038/s41467-018-04636-4
OpenAlex,oa_pce_time_curve,42,https://openalex.org/W2623930029,10.1038/ncomms15330,Diffusion engineering of ions and charge carriers for stable efficient perovskite solar cells,"Abstract Long-term stability is crucial for the future application of perovskite solar cells, a promising low-cost photovoltaic technology that has rapidly advanced in the recent years. Here, we designed a nanostructured carbon layer to suppress the diffusion of ions/molecules within perovskite solar cells, an important degradation process in the device. Furthermore, this nanocarbon layer benefited the diffusion of electron charge carriers to enable a high-energy conversion efficiency. Finally, the efficiency on a perovskite solar cell with an aperture area of 1.02 cm 2 , after a thermal aging test at 85 °C for over 500 h, or light soaking for 1,000 h, was stable of over 15% during the entire test. The present diffusion engineering of ions/molecules and photo generated charges paves a way to realizing long-term stable and highly efficient perovskite solar cells.",2017-06-12,2017,article,Nature Communications,,Enbing Bi; Han Chen; Fengxian Xie; Yongzhen Wu; Wei Chen; Yanjie Su; Ashraful Islam; Michaël Grätzel; Xudong Yang; Liyuan Han,450,https://doi.org/10.1038/ncomms15330,https://www.nature.com/articles/ncomms15330.pdf,True,doi:10.1038/ncomms15330,B_perovskite_stability_related,29,True,True,False,True,False,False,https://doi.org/10.1038/ncomms15330
OpenAlex,oa_light_soaking_recovery,1,https://openalex.org/W2558308815,10.1038/srep38150,UV Degradation and Recovery of Perovskite Solar Cells,"Abstract Although the power conversion efficiency of perovskite solar cells has increased from 3.81% to 22.1% in just 7 years, they still suffer from stability issues, as they degrade upon exposure to moisture, UV light, heat, and bias voltage. We herein examined the degradation of perovskite solar cells in the presence of UV light alone. The cells were exposed to 365 nm UV light for over 1,000 h under inert gas at <0.5 ppm humidity without encapsulation. 1-sun illumination after UV degradation resulted in recovery of the fill factor and power conversion efficiency. Furthermore, during exposure to consecutive UV light, the diminished short circuit current density (J sc ) and EQE continuously restored. 1-sun light soaking induced recovery is considered to be caused by resolving of stacked charges and defect state neutralization. The J sc and EQE bounce-back phenomenon is attributed to the beneficial effects of PbI 2 which is generated by the decomposition of perovskite material.",2016-12-02,2016,article,Scientific Reports,,Sang‐Won Lee; Seongtak Kim; Soohyun Bae; Kyungjin Cho; Taewon Chung; Laura E. Mundt; Seunghun Lee; Sungeun Park; Hyomin Park; Martin C. Schubert; Stefan W. Glunz; Yohan Ko; Yongseok Jun; Yoonmook Kang; Hae‐Seok Lee; Dong‐Hwan Kim,383,https://doi.org/10.1038/srep38150,https://www.nature.com/articles/srep38150.pdf,True,doi:10.1038/srep38150,B_perovskite_stability_related,29,True,True,False,True,False,False,https://doi.org/10.1038/srep38150
OpenAlex,oa_pce_time_curve,67,https://openalex.org/W2922321003,10.1038/s41467-019-09167-0,A chemically inert bismuth interlayer enhances long-term stability of inverted perovskite solar cells,"Long-term stability remains a key issue impeding the commercialization of halide perovskite solar cells (HPVKSCs). The diffusion of molecules and ions causes irreversible degradation to photovoltaic device performance. Here, we demonstrate a facile strategy for producing highly stable HPVKSCs by using a thin but compact semimetal Bismuth interlayer. The Bismuth film acts as a robust permeation barrier that both insulates the perovskite from intrusion by undesirable external moisture and protects the metal electrode from iodine corrosion. The Bismuth-interlayer-based devices exhibit greatly improved stability when subjected to humidity, thermal and light stresses. The unencapsulated device retains 88% of its initial efficiency in ambient air in the dark for over 6000 h; the devices maintain 95% and 97% of their initial efficiencies after 85 °C thermal aging and light soaking in nitrogen atmosphere for 500 h, respectively. These sound stability parameters are among the best for planar structured HPVKSCs reported to date.",2019-03-11,2019,article,Nature Communications,,Shaohang Wu; Rui Chen; Shasha Zhang; B. Hari Babu; Youfeng Yue; Hongmei Zhu; Zhichun Yang; Chuanliang Chen; Weitao Chen; Weitao Chen; Yuqian Huang; Shaoying Fang; 刘天伦; Liyuan Han; Wei Chen; Wei Chen,378,https://doi.org/10.1038/s41467-019-09167-0,https://www.nature.com/articles/s41467-019-09167-0.pdf,True,doi:10.1038/s41467-019-09167-0,B_perovskite_stability_related,29,True,True,False,True,False,False,https://doi.org/10.1038/s41467-019-09167-0
OpenAlex,oa_light_soaking_recovery;oa_reversible_degradation,17,https://openalex.org/W4319061381,10.1038/s41467-023-36224-6,Orientated crystallization of FA-based perovskite via hydrogen-bonded polymer network for efficient and stable solar cells,"Incorporating mixed ion is a frequently used strategy to stabilize black-phase formamidinum lead iodide perovskite for high-efficiency solar cells. However, these devices commonly suffer from photoinduced phase segregation and humidity instability. Herein, we find that the underlying reason is that the mixed halide perovskites generally fail to grow into homogenous and high-crystalline film, due to the multiple pathways of crystal nucleation originating from various intermediate phases in the film-forming process. Therefore, we design a multifunctional fluorinated additive, which restrains the complicated intermediate phases and promotes orientated crystallization of α-phase of perovskite. Furthermore, the additives in-situ polymerize during the perovskite film formation and form a hydrogen-bonded network to stabilize α-phase. Remarkably, the polymerized additives endow a strongly hydrophobic effect to the bare perovskite film against liquid water for 5 min. The unencapsulated devices achieve 24.10% efficiency and maintain >95% of the initial efficiency for 1000 h under continuous sunlight soaking and for 2000 h at air ambient of ~50% humid, respectively.",2023-02-02,2023,article,Nature Communications,,Mubai Li; Riming Sun; Jingxi Chang; Jingjin Dong; Qiushuang Tian; Hongze Wang; Zihao Li; Pinghui Yang; Haokun Shi; Chao Yang; Zichao Wu; Renzhi Li; Yingguo Yang; Aifei Wang; Shitong Zhang; Fangfang Wang; Wei Huang; Tianshi Qin,362,https://doi.org/10.1038/s41467-023-36224-6,https://www.nature.com/articles/s41467-023-36224-6.pdf,True,doi:10.1038/s41467-023-36224-6,B_perovskite_stability_related,29,True,True,False,True,False,False,https://doi.org/10.1038/s41467-023-36224-6
OpenAlex,oa_pce_time_curve,129,https://openalex.org/W4232076031,10.1002/adma.201907058,Combining Efficiency and Stability in Mixed Tin–Lead Perovskite Solar Cells by Capping Grains with an Ultrathin 2D Layer,"Abstract The development of narrow‐bandgap ( E g ≈ 1.2 eV) mixed tin–lead (Sn–Pb) halide perovskites enables all‐perovskite tandem solar cells. Whereas pure‐lead halide perovskite solar cells (PSCs) have advanced simultaneously in efficiency and stability, achieving this crucial combination remains a challenge in Sn–Pb PSCs. Here, Sn–Pb perovskite grains are anchored with ultrathin layered perovskites to overcome the efficiency‐stability tradeoff. Defect passivation is achieved both on the perovskite film surface and at grain boundaries, an approach implemented by directly introducing phenethylammonium ligands in the antisolvent. This improves device operational stability and also avoids the excess formation of layered perovskites that would otherwise hinder charge transport. Sn–Pb PSCs with fill factors of 79% and a certified power conversion efficiency (PCE) of 18.95% are reported—among the highest for Sn–Pb PSCs. Using this approach, a 200‐fold enhancement in device operating lifetime is achieved relative to the nonpassivated Sn–Pb PSCs under full AM1.5G illumination, and a 200 h diurnal operating time without efficiency drop is achieved under filtered AM1.5G illumination.",2020-02-07,2020,article,Advanced Materials,,Mingyang Wei; Ke Xiao; Grant Walters; Renxing Lin; Yong‐Biao Zhao; Makhsud I. Saidaminov; Petar Todorović́; Andrew Johnston; Ziru Huang; Haijie Chen; Aidong Li; Jia Zhu; Zhenyu Yang; Ya‐Kun Wang; Andrew H. Proppe; Shana O. Kelley; Yi Hou; Oleksandr Voznyy; Hairen Tan; Edward H. Sargent,205,https://doi.org/10.1002/adma.201907058,,True,doi:10.1002/adma.201907058,B_perovskite_stability_related,29,True,True,False,True,False,False,https://doi.org/10.1002/adma.201907058
OpenAlex,oa_pce_time_curve,116,https://openalex.org/W4220855049,10.1016/j.joule.2022.02.014,"Tin perovskite solar cells with >1,300 h of operational stability in N2 through a synergistic chemical engineering approach","Despite the promising properties of tin-based halide perovskites, one clear limitation is the fast Sn +2 oxidation. Consequently, the preparation of long-lasting devices remains challenging. Here, we report a chemical engineering approach, based on adding Dipropylammonium iodide (DipI) together with a well-known reducing agent, sodium borohydride (NaBH 4 ), aimed at preventing the premature degradation of Sn-HPs. This strategy allows for obtaining efficiencies (PCE) above 10% with enhanced stability. The initial PCE remained unchanged upon 5 h in air (60% RH) at maximum-power-point (MPP). Remarkably, 96% of the initial PCE was kept after 1,300 h at MPP in N 2 . To the best of our knowledge, these are the highest reported values for Sn-based solar cells. Our findings demonstrate a beneficial synergistic effect when additives are incorporated, highlight the important role of iodide in the performance upon light soaking, and, ultimately, unveil the relevance of controlling the halide chemistry for future improvement of Sn-based perovskite devices.",2022-03-14,2022,article,Joule,,Jesús Sánchez‐Díaz; Rafael S. Sánchez; Sofia Masi; Marie Kreĉmarová; Agustín O. Alvarez; Eva M. Barea; Jesús Rodríguez‐Romero; Vladimir S. Chirvony; Juan F. Sánchez‐Royo; Juan P. Martínez‐Pastor; Iván Mora‐Seró,202,https://doi.org/10.1016/j.joule.2022.02.014,http://www.cell.com/article/S2542435122000952/pdf,True,doi:10.1016/j.joule.2022.02.014,B_perovskite_stability_related,29,True,True,False,True,False,False,https://doi.org/10.1016/j.joule.2022.02.014
OpenAlex,oa_pce_time_curve,141,https://openalex.org/W3164199357,10.1002/adma.202008487,"Multifunctional Crosslinking‐Enabled Strain‐Regulating Crystallization for Stable, Efficient α‐FAPbI3‐Based Perovskite Solar Cells","Abstract α‐Formamidinium lead triiodide (α‐FAPbI3) represents the state‐of‐the‐art for perovskite solar cells (PSCs) but experiences intrinsic thermally induced tensile strain due to a higher phase‐converting temperature, which is a critical instability factor. An in situ crosslinking‐enabled strain‐regulating crystallization (CSRC) method with trimethylolpropane triacrylate (TMTA) is introduced to precisely regulate the top section of perovskite film where the largest lattice distortion occurs. In CSRC, crosslinking provides in situ perovskite thermal‐expansion confinement and strain regulation during the annealing crystallization process, which is proven to be much more effective than the conventional strain‐compensation (post‐treatment) method. Moreover, CSRC with TMTA successfully achieves multifunctionality simultaneously: the regulation of tensile strain, perovskite defects passivation with an enhanced open‐circuit voltage (VOC = 50 mV), and enlarged perovskite grain size. The CSRC approach gives significantly enhanced power conversion efficiency (PCE) of 22.39% in α‐FAPbI3‐based PSC versus 20.29% in the control case. More importantly, the control PSCs’ instability factor—residual tensile strain—is regulated into compression strain in the CSRC perovskite film through TMTA crosslinking, resulting in not only the best PCE but also outstanding device stability in both long‐term storage (over 4000 h with 95% of initial PCE) and light soaking (1248 h with 80% of initial PCE) conditions.",2021-06-04,2021,article,Advanced Materials,,Hengkai Zhang; Zhiliang Chen; Minchao Qin; Zhiwei Ren; Kuan Liu; Jiaming Huang; Dong Shen; Zehan Wu; Yaokang Zhang; Jianhua Hao; Chun‐Sing Lee; Xinhui Lu; Zijian Zheng; Wei Yu; Gang Li,173,https://doi.org/10.1002/adma.202008487,,True,doi:10.1002/adma.202008487,B_perovskite_stability_related,29,True,True,False,True,False,False,https://doi.org/10.1002/adma.202008487
OpenAlex,oa_reversible_degradation,33,https://openalex.org/W2778466263,10.1002/aenm.201702197,Analysis of Ion‐Diffusion‐Induced Interface Degradation in Inverted Perovskite Solar Cells via Restoration of the Ag Electrode,"Abstract Straightforward evidence for ion‐diffusion‐induced interfacial degradation in inverted perovskite solar cells is presented. Over 1000 h, solar cells inevitably undergo degradation, especially with respect to the current density and fill factor. The Ag electrode is peeled off and re‐evaporated to investigate the effect of the Ag/[6,6]‐phenyl C71 butyric acid methyl ester (PCBM) interfacial degradation on the photovoltaic performance at days 10 (240 h), 20 (480 h), 30 (720 h), and 40 (960 h). The power conversion efficiency increases after the Ag electrode restoration process. While the current density shows a slightly decreased value, the fill factor and open‐circuit voltage increase for the new electrode devices. The decrease in the activation energy due to the restored Ag electrode induces recovery of the fill factor. The diffused I− ions react with the PCBM molecules, resulting in a quasi n‐doping effect of PCBM. Upon electrode exchange, the reversible interaction between the iodine ions and PCBM causes current density variation. The disorder model for the open‐circuit voltage over a wide range of temperatures explains the open‐circuit voltage increase at every electrode exchange. Finally, the degradation mechanism of the inverted perovskite solar cell over 1000 h is described under the proposed recombination system.",2017-12-27,2017,article,Advanced Energy Materials,,Hyunho Lee; Changhee Lee,85,https://doi.org/10.1002/aenm.201702197,,False,doi:10.1002/aenm.201702197,B_perovskite_stability_related,28,True,True,False,True,False,False,https://doi.org/10.1002/aenm.201702197
Crossref,cr_operational_stability,92,,10.1002/advs.201900528,Achieving Long‐Term Operational Stability of Perovskite Solar Cells with a Stabilized Efficiency Exceeding 20% after 1000 h,"Abstract Perovskite solar cells (PSCs) with mesoporous TiO 2 (mp‐TiO 2 ) as the electron transport material attain power conversion efficiencies (PCEs) above 22%; however, their poor long‐term stability is a critical issue that must be resolved for commercialization. Herein, it is demonstrated that the long‐term operational stability of mp‐TiO 2 based PSCs with PCE over 20% is achieved by isolating devices from oxygen and humidity. This achievement attributes to systematic understanding of the critical role of oxygen in the degradation of PSCs. PSCs exhibit fast degradation under controlled oxygen atmosphere and illumination, which is accompanied by iodine migration into the hole transport material (HTM). A diffusion barrier at the HTM/perovskite interface or encapsulation on top of the devices improves the stability against oxygen under light soaking. Notably, a mp‐TiO 2 based PSC with a solid encapsulation retains 20% efficiency after 1000 h of 1 sun (AM1.5G including UV) illumination in ambient air.",2019-05-14,2019,journal-article,Advanced Science,Wiley,Tae‐Youl Yang; Nam Joong Jeon; Hee‐Won Shin; Seong Sik Shin; Young Yun Kim; Jangwon Seo,83,https://doi.org/10.1002/advs.201900528,,False,doi:10.1002/advs.201900528,B_perovskite_stability_related,28,True,True,False,True,False,False,https://doi.org/10.1002/advs.201900528
OpenAlex,oa_reversible_degradation,29,https://openalex.org/W3040830584,10.1021/acsami.0c06823,Composite Encapsulation Enabled Superior Comprehensive Stability of Perovskite Solar Cells,"Solar cells based on organometal hybrid perovskites have exhibited promising commercialization potential owing to their high efficiency and low-cost manufacturing. However, the poor outdoor operational stability of perovskite solar cells restricted their practical application, and moisture permeation and organic compounds volatilization are realized as the main factors accelerating performance degradation. Herein, we developed a composite encapsulation, by sequentially depositing a compact Al 2 O 3 layer and a hydrophobic 1 H,1 H,2 H,2 H -perfluorodecyltrichlorosilane layer on the completed device, to efficiently circumvent vapor permeability. Thus, the stability of the encapsulated perovskite solar cells was systematically investigated under simulated operational conditions. It was found that the MAPbI 3 perovskite was prone to decay into solid PbI 2 and organic vapor at high temperature or upon light illumination, and the decomposition was reversible in a well-encapsulated environment, resulting in reversible performance degradation and recovery. The enhanced thermal stability was ascribed to the competition between the perovskite decomposition and reverse synthesis. The as-prepared high-quality, multilayered encapsulation scheme demonstrated superior sealing property, and no obvious performance decline was observed when the device was stored under ambient air, continuous light illumination, double 85 condition (85 °C, 85% humidity), or even water immersion. Therefore, this work paves the way for a scalable and robust encapsulation strategy feasible to hybrid perovskite optoelectronics in a reproducible manner.",2020-05-22,2020,article,ACS Applied Materials & Interfaces,,Yifan Lv; Hui Zhang; Ruqing Liu; Yanan Sun; Wei Huang,82,https://doi.org/10.1021/acsami.0c06823,,False,doi:10.1021/acsami.0c06823,B_perovskite_stability_related,28,True,True,False,True,False,False,https://doi.org/10.1021/acsami.0c06823
OpenAlex,oa_light_soaking_recovery,74,https://openalex.org/W2605977457,10.1039/c7sc00077d,Amino-functionalized conjugated polymer electron transport layers enhance the UV-photostability of planar heterojunction perovskite solar cells,"In this study, for the first time, we report a solution-processed amino-functionalized copolymer semiconductor (PFN-2TNDI) with a conjugated backbone composed of fluorine, naphthalene diimide, and thiophene spacers as the electron transporting layer (ETL) in n-i-p planar structured perovskite solar cells. Using this copolymer semiconductor in conjunction with a planar n-i-p heterojunction, we achieved an unprecedented efficiency of ∼16% under standard illumination test conditions. More importantly, the perovskite devices using this polymer ETL have shown good stability under constant ultra violet (UV) light soaking during 3000 h of accelerated tests. Various advanced spectroscopic characterizations, including ultra-fast spectroscopy, ultra-violet photoelectron spectroscopy and electronic impedance spectroscopy, elucidate that the interaction between the functional polymer ETL and the perovskite layer plays a critical role in trap passivation and thus, the device UV-photostability. We expect that these results will boost the development of low temperature solution-processed organic ETL materials, which is essential for the commercialization of high-performance and stable, flexible perovskite solar cells.",2017-01-01,2017,article,Chemical Science,,Dan Li; Chen Sun; Hao Li; Hui Shi; Xuxia Shai; Qiang Sun; Junbo Han; Yan Shen; Hin‐Lap Yip; Fei Huang; Mingkui Wang,76,https://doi.org/10.1039/c7sc00077d,https://pubs.rsc.org/en/content/articlepdf/2017/sc/c7sc00077d,True,doi:10.1039/c7sc00077d,B_perovskite_stability_related,28,True,True,False,True,False,False,https://doi.org/10.1039/c7sc00077d
