source,source_query,source_rank,openalex_id,doi,title,abstract,publication_year,publication_date,document_type,journal,publisher,authors,cited_by_count,landing_page_url,pdf_url,is_oa,metadata_sources,query_hits,best_source_rank,screen_status,screen_score,abstract_available,frontier_2024_2026,review_title_flag,perovskite_hits,pv_hits,stability_hits,curve_evidence_hits,nonmonotonic_recovery_hits,nonmonotonic_recovery_flag
OpenAlex,oa_mppt,165,https://openalex.org/W4410166783,10.1002/adma.202502729,Functional Group Engineering Stabilizing Precursor Solution and Passivating Defects for Operationally Stable and Highly Reproducible Inverted Perovskite Solar Cells,"Abstract The instability of perovskite precursor solution induced by deprotonation of organic cations and oxidation of iodide ions substantially deteriorates the reproducibility and reliability of the photovoltaic performance of perovskite solar cells (PSCs). The above decomposition reactions can be conquered via the synergistic engineering of organic functional groups. However, how spatial conformation and type of weak acid functional groups impact the stability of perovskite precursor solution remains to be investigated. Herein, it is uncovered that the position of functional groups on the benzene and the type of weak acid functional groups remarkably influence the acid dissociation constant (p K a ) and thus the stability of perovskite inks. The p K a plays a decisive role in suppressing the deprotonation of organic cations and following the amine‐cation addition‐elimination reaction. The 4‐hydrazinobenzenesulfonic acid (4‐HBSA) with the lowest p K a is optimal in stabilizing perovskite inks and mitigating nonradiative recombination through defect passivation. This breakthrough enables the inverted PSCs to deliver a power conversion efficiency (PCE) of 26.79% (certified 26.36%, the highest PCE value for PSCs prepared in ambient conditions) using vacuum flash evaporation technology. The modulated PSC could maintain 92% of its initial efficiency after 2000 h of continuous maximum power point tracking.",2025,2025-05-07,article,Advanced Materials,,Mengjia Li; Jike Ding; Zuolin Zhang; Quanxing Ma; Chao Li; Mingxia Lu; Hong Zhang; Thierry Pauporté; Wenlong Mo; Jianxin Tang; Jiangzhao Chen; Cong Chen,43,https://doi.org/10.1002/adma.202502729,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/adma.202502729,True,OpenAlex,oa_mppt,165,A_curve_likely_original,18,True,True,False,\bperovskit;\bpsc(?:s)?\b,solar cell;photovoltaic;power conversion efficien;\bpce\b,stabilit;operational,"maximum power point|\bmpp(?:t)?\b;tracking;\b\d[\d,\.]*\s*h\b",,False
OpenAlex,oa_mppt,158,https://openalex.org/W4406248219,10.1002/aenm.202404538,Minimizing DMSO Residues in Perovskite Films for Efficient and Long‐Term Stable Solar Cells,"Abstract Dimethyl sulfoxide (DMSO) is commonly used as a solvent in the fabrication of perovskite solar cells. However, its strong coordination with iodoplumbate makes it difficult to remove during film formation, resulting in defects and voids at the perovskite‐substrate interface, which compromise efficiency and long‐term stability. Here ethyl acrylate (EA), an unsaturated monomer that aids in the effective removal of DMSO from the perovskite film is introduce. EA forms a complex with DMSO, facilitates DMSO de‐intercalation, and enhances the co‐evaporation process thanks to its low boiling point. Additionally, by incorporating a small amount of the initiator azobis (isobutyronitrile) (AIBN), EA is successfully polymerized into polyacrylate ethyl ester (poly‐EA) during crystallization. The evaporated EA helps remove DMSO, while the poly‐EA passivates defects in the perovskite films. This dual‐function strategy significantly improves device performance, resulting in efficiencies of 25.4% for small‐area devices and 20.3% for 15 cm 2 mini‐modules. Moreover, poly‐EA acts as a protective barrier against moisture and ion migration. Combined with improved DMSO removal, EA‐modulated devices demonstrate a T 80 lifetime of up to 1800 h under maximum power point tracking at 55–60% relative humidity in ambient air.",2025,2025-01-10,article,Advanced Energy Materials,Wiley,Kangwei Mo; Xueliang Zhu; Man Yang; Zexu Xue; Sheng Li; Mubai Li; Yujie Yang; Siyang Cheng; Hao Li; Qianqian Lin; Zhiping Wang,40,https://doi.org/10.1002/aenm.202404538,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/aenm.202404538,True,OpenAlex,oa_mppt,158,A_curve_likely_original,18,True,True,False,\bperovskit,solar cell,stabilit;lifetime,"maximum power point|\bmpp(?:t)?\b;tracking;\b\d[\d,\.]*\s*h\b",,False
OpenAlex,oa_mppt,192,https://openalex.org/W4409030772,10.1002/aenm.202500572,Synergistic Improvement of Structural Ordering and Interface Binding of Hole Transport Monolayer for Efficient Inverted Perovskite Solar Cells,"Abstract The widespread application of self‐assembled monolayer (SAM) hole transport materials has driven rapid advancements in the performance of inverted perovskite solar cells (PSCs). However, the difficulty of achieving a highly ordered SAM for hole transport and the weak binding strength between SAM and the perovskite layer not only leads to defective bottom interface but also reduces the compatibility with the large‐area device fabrication. In this work, a co‐assembled molecule functionalized with a diamide terminal group is demonstrated that is able to form supramolecular interaction with popular carbazole‐based SAMs for regulating their structural ordering, and to improve the chemical bonding with perovskite Pb‐I frameworks synergistically, which enables efficient and long‐term stable inverted PSCs. As a result, the target co‐assembled SAM contributes to a champion small‐area device with a power conversion efficiency (PCE) of 25.3% (certified 25.0%), and demonstrates good compatibility with large‐area fabrication by achieving highly reproducible performances in 1.02 cm2 devices. The encapsulated devices exhibit good stability with 92.8% and 91.2% of initial PCE after 1500 hours of aging under 85 °C and maximum power point (MPP) tracking at 65 °C for 1500 hours, respectively.",2025,2025-03-24,article,Advanced Energy Materials,Wiley,Ziyang Zhang; Tianhao Wu; Zhenzhen Qin; Mengjiong Chen; Wenxiang Xiang; Zhenhua Chen; Yanbo Wang; Zhanglin Guo; Toshinori Matsushima; Liyuan Han,40,https://doi.org/10.1002/aenm.202500572,,False,OpenAlex,oa_mppt,192,A_curve_likely_original,18,True,True,False,\bperovskit;\bpsc(?:s)?\b,solar cell;power conversion efficien;\bpce\b,stabilit;ageing|aging,maximum power point|\bmpp(?:t)?\b;tracking;\bhours?\b|\bhrs?\b,,False
OpenAlex,oa_mppt,187,https://openalex.org/W4411253753,10.1002/adma.202508352,Multifunctional Interfacial Molecular Bridging Strategy Enables Efficient and Stable Inverted Perovskite Solar Cells,"Abstract Interface engineering in inverted perovskite solar cells (PSCs) faces critical challenges arising from nonideal interfacial contact, defect accumulation, impeded carrier transport, and energy‐level misalignment between the perovskite and electron transport layer, for example, phenyl‐C61‐butyric acid methyl ester (PCBM). These interfacial deficiencies collectively induce nonradiative recombination and degrade device stability. Herein, a multifunctional interfacial molecular bridging strategy using (benzhydrylthio)acetic acid (DSA) addresses the upper interfacial issues of inverted PSCs, achieving three synergistic roles. 1) Interfacial stabilization . A stable molecular‐bridging layer is constructed with DSA at the perovskite/PCBM interface through carboxylate–Pb 2 ⁺ coordination bonds, along with π–π stacking interactions between DSA and PCBM. 2) Defect passivation . Multiple active sites in DSA molecules, such as thioether and carboxylic acid groups, can synchronously achieve chemical passivation with undercoordinated Pb 2+ sites. 3) Energy band alignment : DSA induces n‐type band bending through electron donation by the thioether, reducing the work function and enhancing the electron‐extraction kinetics. As a result, DSA‐treated devices achieve a champion power conversion efficiency of 26.08% along with an open‐circuit voltage loss of only 53 mV. Finally, the DSA‐treated devices demonstrate remarkable operational stability, retaining 96% of the initial efficiency after being tracked at the maximum power point for 2000 h.",2025,2025-06-11,article,Advanced Materials,,Xinyue Li; Zhaowei Xu; Rongmei Zhao; Shifeng Ge; Tingfeng Liu; Bing Cai; Mingliang Li; Wen‐Hua Zhang,38,https://doi.org/10.1002/adma.202508352,,False,OpenAlex,oa_mppt,187,A_curve_likely_original,18,True,True,False,\bperovskit;\bpsc(?:s)?\b,solar cell;power conversion efficien,stabilit;degrad;operational,"maximum power point|\bmpp(?:t)?\b;\b\d[\d,\.]*\s*h\b;operational stabilit",,False
OpenAlex,oa_mppt,189,https://openalex.org/W4410189169,10.1002/aenm.202501556,Molecular Bridging at Buried Interface Enables Efficient Wide‐Bandgap Perovskite Solar Cells,"Abstract The regulation of buried interface is crucial for high‐performance wide‐bandgap perovskite solar cells (PSCs), which can influence the interfacial defects, the charge transport, and the crystallization of perovskites. In this work, a facile strategy is reported of inserting a multi‐functional (Z)‐4‐Fluoro‐ N ′‐hydroxybenzimidamide (4F‐HBM) molecule between self‐assembled monolayer (SAM) and wide‐bandgap (WBG) perovskite layer, actively regulating crystal growth and promoting hole extraction. It is found that the F atoms in 4F‐HBM form a hydrogen bond with the SAM. 4F‐HBM interacts with Pb 2+ in the perovskites, effectively reducing the defect state density at the interface and non‐radiative charge recombination losses at the buried interface. The 1.77‐eV WBG PSC using 4F‐HBM has a significantly improved power conversion efficiency of 20.09% and a high fill factor of 84.71%, higher than those for the control device (18.47% and 82.53%, respectively). The device can maintain 85% of its original efficiency after 821 h of maximum power point tracking, showing improved stability. Four‐terminal all‐perovskite tandem solar cells by combining such a semitransparent WBG subcell with a 1.25 eV low‐bandgap PSC obtains a PCE of 28.71%, among the highest efficiencies for four‐terminal all‐perovskite tandem cells to date. The work offers a promising strategy to enhance buried interface contact and defect passivation for perovskite‐based tandem devices.",2025,2025-05-08,article,Advanced Energy Materials,Wiley,Wenbo Jiao; Yaqi Song; Juncheng Wang; Jiayu You; Yuliang Xu; Dinghao Ma; Hao Huang; Jie Zeng; Yi Luo; Jingwei Zhu; Zhihao Zhang; Zongjin Yi; Shenghan Wu; Zhiyu Gao; Jialun Jin; Wenwu Wang; Xia Hao; Guanggen Zeng; Bingsuo Zou; Yong Zhang; Peizhi Yang; Baomin Xu; Cong Chen; Shengqiang Ren; Dewei Zhao,34,https://doi.org/10.1002/aenm.202501556,,False,OpenAlex,oa_mppt,189,A_curve_likely_original,18,True,True,False,\bperovskit;\bpsc(?:s)?\b,solar cell;power conversion efficien;\bpce\b,stabilit,"maximum power point|\bmpp(?:t)?\b;tracking;\b\d[\d,\.]*\s*h\b",,False
OpenAlex,oa_operational_stability,33,https://openalex.org/W4412934963,10.1038/s41467-025-62391-9,A supramolecular approach to improve the performance and operational stability of all-perovskite tandem solar cells,"Wide-bandgap perovskite is pivotal as a photoactive layer in the top cell of prevailing tandem solar cells. However, the intrinsic instability of wide-bandgap perovskite solar cells is predominantly attributed to the vacancy defects caused by multiple ion migration. Here, we incorporate an ether ring super-molecule into perovskite. This supramolecular approach effectively manipulates the crystallization kinetics and suppresses the halide segregation under illumination by tuning the coordination of halides toward monovalent cations and lead ions. As a result, the supramolecular engineered 1.77 eV perovskite solar cells achieve a champion power conversion efficiency of 21.01% with an outstanding operational stability, retaining 95% of initial efficiency after 1000 h σof maximum-power-point tracking test. Meanwhile, the two-terminal all-perovskite tandem solar cells achieve the champion efficiency of 28.44% (certified 27.92%). This work paves an avenue to improve the film quality and illumination stability of mixed halide wide-bandgap perovskites with a supramolecular approach. The intrinsic instability of wide-bandgap perovskite solar cells is predominantly attributed to the vacancy defects caused by multiple ion migration. Here, authors incorporate an ether ring supramolecule into perovskites and achieve an efficiency of over 28% for all-perovskite tandem solar cells.",2025,2025-08-04,article,Nature Communications,Nature Portfolio,Xinxin Lian; Mingjing Jin; Weideren Dai; Yuanjiang Lv; Ming‐Cheng Luo; Ying Hu; Zhijie Wang; Haiyun Li; Chunyu Xu; Dongrui Jiang; Hao Min; Yifan Chen; Jin Chang; Tzu‐Sen Su; Fei Ma; Yang Bai; Hong Zhang; Xiaoliang Mo; Junhao Chu,24,https://doi.org/10.1038/s41467-025-62391-9,https://www.nature.com/articles/s41467-025-62391-9.pdf,True,OpenAlex,oa_mppt;oa_operational_stability,33,A_curve_likely_original,18,True,True,False,\bperovskit,solar cell;power conversion efficien,stabilit;operational,"tracking;\b\d[\d,\.]*\s*h\b;operational stabilit",,False
OpenAlex,oa_mppt,4,https://openalex.org/W4392796710,10.1126/science.adj9602,Reinforcing self-assembly of hole transport molecules for stable inverted perovskite solar cells,"Power conversion efficiencies (PCEs) of inverted perovskite solar cells (PSCs) have been improved by the use of a self-assembled monolayer (SAM) hole transport layer. Long-term stability of PSCs requires keeping the SAM compact under the perovskite layer during operation. We found that strong polar solvents in the perovskite precursor desorb the SAM if it is anchored on substrates by hydrogen-bonded, rather than covalently bonded, hydroxyl groups. We used atomic-layer deposition to create an indium tin oxide substrate with a fully covalent hydroxyl-covered surface for SAM anchoring, as well as a SAM with a trimethoxysilane group that exhibited strong tridentate anchoring to the substrate. The resulting PSCs achieved PCEs of 24.8 (certified 24.6) and 23.2% with aperture areas of 0.08 and 1.01 square centimeters, respectively. The devices retained 98.9 and 98.2% of the initial PCE after 1000 hours damp-heat test and operation in maximum power point tracking at 85°C for 1200 hours under standard illumination, respectively.",2024,2024-03-14,article,Science,American Association for the Advancement of Science,Hongcai Tang; Zhichao Shen; Yangzi Shen; Ge Yan; Yanbo Wang; Qifeng Han; Liyuan Han,559,https://doi.org/10.1126/science.adj9602,,False,OpenAlex,oa_mppt,4,A_curve_likely_original,18,True,True,False,\bperovskit;\bpsc(?:s)?\b,solar cell;power conversion efficien;\bpce\b,stabilit,maximum power point|\bmpp(?:t)?\b;tracking;\bhours?\b|\bhrs?\b,,False
OpenAlex,oa_operational_stability,38,https://openalex.org/W4402100360,10.1038/s41467-024-51760-5,Co-adsorbed self-assembled monolayer enables high-performance perovskite and organic solar cells,"Self-assembled monolayers (SAMs) have become pivotal in achieving high-performance perovskite solar cells (PSCs) and organic solar cells (OSCs) by significantly minimizing interfacial energy losses. In this study, we propose a co-adsorb (CA) strategy employing a novel small molecule, 2-chloro-5-(trifluoromethyl)isonicotinic acid (PyCA-3F), introducing at the buried interface between 2PACz and the perovskite/organic layers. This approach effectively diminishes 2PACz's aggregation, enhancing surface smoothness and increasing work function for the modified SAM layer, thereby providing a flattened buried interface with a favorable heterointerface for perovskite. The resultant improvements in crystallinity, minimized trap states, and augmented hole extraction and transfer capabilities have propelled power conversion efficiencies (PCEs) beyond 25% in PSCs with a p-i-n structure (certified at 24.68%). OSCs employing the CA strategy achieve remarkable PCEs of 19.51% based on PM1:PTQ10:m-BTP-PhC6 photoactive system. Notably, universal improvements have also been achieved for the other two popular OSC systems. After a 1000-hour maximal power point tracking, the encapsulated PSCs and OSCs retain approximately 90% and 80% of their initial PCEs, respectively. This work introduces a facile, rational, and effective method to enhance the performance of SAMs, realizing efficiency breakthroughs in both PSCs and OSCs with a favorable p-i-n device structure, along with improved operational stability.",2024,2024-09-01,article,Nature Communications,Nature Portfolio,Dongyang Li; Qing Lian; Tao Du; Ruijie Ma; Heng Liu; Qiong Liang; Yu Han; Guojun Mi; Ouwen Peng; Guihua Zhang; Wenbo Peng; Baomin Xu; Xinhui Lu; Kuan Liu; Jun Yin; Zhiwei Ren; Gang Li; Chun Cheng,227,https://doi.org/10.1038/s41467-024-51760-5,https://www.nature.com/articles/s41467-024-51760-5.pdf,True,OpenAlex,oa_mppt;oa_operational_stability,38,A_curve_likely_original,18,True,True,False,\bperovskit;\bpsc(?:s)?\b,solar cell;power conversion efficien,stabilit;operational,tracking;\bhours?\b|\bhrs?\b;operational stabilit,,False
OpenAlex,oa_operational_stability,74,https://openalex.org/W4399601921,10.1126/science.abq6993,"Two-dimensional perovskite templates for durable, efficient formamidinium perovskite solar cells","We present a design strategy for fabricating ultrastable phase-pure films of formamidinium lead iodide (FAPbI 3 ) by lattice templating using specific two-dimensional (2D) perovskites with FA as the cage cation. When a pure FAPbI 3 precursor solution is brought in contact with the 2D perovskite, the black phase forms preferentially at 100°C, much lower than the standard FAPbI 3 annealing temperature of 150°C. X-ray diffraction and optical spectroscopy suggest that the resulting FAPbI 3 film compresses slightly to acquire the (011) interplanar distances of the 2D perovskite seed. The 2D-templated bulk FAPbI 3 films exhibited an efficiency of 24.1% in a p-i-n architecture with 0.5–square centimeter active area and an exceptional durability, retaining 97% of their initial efficiency after 1000 hours under 85°C and maximum power point tracking.",2024,2024-06-13,article,Science,American Association for the Advancement of Science,Siraj Sidhik; Isaac Metcalf; Wenbin Li; Tim Kodalle; Connor J. Dolan; Mohammad Khalili; Jin Hou; Faiz Mandani; Andrew J. Torma; Hao Zhang; Rabindranath Garai; Jessica Persaud; Amanda B. Marciel; Itzel Alejandra Muro Puente; G. N. Manjunatha Reddy; Adam Balvanz; Muhammad A. Alam; Claudine Katan; Esther H. R. Tsai; David S. Ginger; David P. Fenning; Mercouri G. Kanatzidis; Carolin M. Sutter‐Fella; Jacky Even; Aditya D. Mohite,192,https://doi.org/10.1126/science.abq6993,https://hal.science/hal-04612789v1/file/Accepted_HAL.pdf,True,OpenAlex,oa_mppt;oa_operational_stability,33,A_curve_likely_original,18,True,True,False,\bperovskit,solar cell,durab,maximum power point|\bmpp(?:t)?\b;tracking;\bhours?\b|\bhrs?\b,,False
OpenAlex,oa_mppt,57,https://openalex.org/W4396510040,10.1002/anie.202403068,Glycol Monomethyl Ether‐Substituted Carbazolyl Hole‐Transporting Material for Stable Inverted Perovskite Solar Cells with Efficiency of 25.52 %,"Abstract Organic self‐assembled molecules (OSAMs) based hole‐transporting materials play a pivotal role in achieving highly efficient and stable inverted perovskite solar cells (IPSCs). However, the reported carbazol‐based OSAMs have serious drawbacks, such as poor wettability for perovskite solution spreading due to the nonpolar surface, worse matched energy arrangement with perovskite, and limited molecular species, which greatly limit the device performance. To address above problems, a novel OSAM [4‐(3,6‐glycol monomethyl ether‐9H‐carbazol‐9‐yl) butyl]phosphonic acid (GM‐4PACz) was synthesized as hole‐transporting material by introducing glycol monomethyl ether (GM) side chains at carbazolyl unit. GM groups enhance the surface energy of Indium Tin Oxide (ITO)/SAM substrate to facilitate the nucleation and growth of up perovskite film, suppress cation defects, release the residual stress at SAM/perovskite interface, and evaluate energy level for matching with perovskite. Consequently, the GM‐4PACz based IPSC achieves a champion PCE of 25.52 %, a respectable open‐circuit voltage (VOC) of 1.21 V, a high stability, possessing 93.29 % and 91.75 % of their initial efficiency after aging in air for 2000 h or tracking at maximum power point for 1000 h, respectively.",2024,2024-04-30,article,Angewandte Chemie International Edition,Wiley,Hui Zhou; Weiling Wang; Yuwei Duan; Rui Sun; Yong Li; Zhuang Xie; Dongfang Xu; Meizi Wu; Youliang Wang; Hongxiang Li; Qunping Fan; Yang Peng; Yao Yao; Chentong Liao; Qiang Peng; Shengzhong Liu; Zhike Liu,107,https://doi.org/10.1002/anie.202403068,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/anie.202403068,True,OpenAlex,oa_mppt,57,A_curve_likely_original,18,True,True,False,\bperovskit,solar cell;\bpce\b,stabilit;ageing|aging,"maximum power point|\bmpp(?:t)?\b;tracking;\b\d[\d,\.]*\s*h\b",,False
OpenAlex,oa_operational_stability,157,https://openalex.org/W4392589436,10.1002/aenm.202304486,Dual‐Interface Modification for Inverted Methylammonium‐Free Perovskite Solar Cells of 25.35% Efficiency with Balanced Crystallization,"Abstract In a methylammonium‐free (MA‐free) composition, the uncontrollable crystallization process between Cs and formamidine (FA) currently hinders its efficiency enhancement, especially in inverted perovskite solar cells (PSCs). Here, a dual‐interface modification of perovskite films is proposed by simultaneously introducing additives and surface passivators. In particular, (aminomethyl)phosphonic acid (AMP) is introduced into the precursor solution to balance crystallization by inducing the preferential crystallization of FA through the specific formation of strong hydrogen bonds with FA. In addition, AMP spontaneously sinks and anchors to the buried interface to fill the voids of the self‐assembled monolayer (SAM) via the covalent bonds formed by ─PO 3 H 2 and FTO. Subsequently, by the sequential modification of perovskite surface with 2‐(3‐fluorophenyl)ethylamine iodide (mF‐PEAI) and piperazine diiodide (PDI), a uniform surface potential is achieved and recombination losses at the interface are minimized. Notably, the dual‐interface‐modified inverted MA‐free PSCs achieve a state‐of‐the‐art power conversion efficiency (PCE) of 25.35% (certified: 24.87%) with a satisfactory V oc of 1.17 V based on the bandgap of 1.52 eV. Importantly, the unencapsulated devices maintain 92.8% and 91.7% of the initial efficiency after 1000 h of maximum power output (MPP) tracking and >800 h of heating at 85 °C, respectively, confirming excellent operational and thermal stability.",2024,2024-03-08,article,Advanced Energy Materials,Wiley,Yiting Zheng; Congcong Tian; Xueyun Wu; Anxin Sun; Rongshan Zhuang; Chen Tang; Yuan Liu; Zihao Li; Beilin Ouyang; Jiajun Du; Ziyi Li; Xiling Wu; Jinling Chen; Jinyu Cai; Chun‐Chao Chen,100,https://doi.org/10.1002/aenm.202304486,,False,OpenAlex,oa_operational_stability,157,A_curve_likely_original,18,True,True,False,\bperovskit;\bpsc(?:s)?\b,solar cell;power conversion efficien;\bpce\b,stabilit;operational,"maximum power point|\bmpp(?:t)?\b;tracking;\b\d[\d,\.]*\s*h\b",,False
OpenAlex,oa_mppt,46,https://openalex.org/W4400430864,10.1002/adma.202407433,Inhibiting Interfacial Nonradiative Recombination in Inverted Perovskite Solar Cells with a Multifunctional Molecule,"Interface-induced nonradiative recombination losses at the perovskite/electron transport layer (ETL) are an impediment to improving the efficiency and stability of inverted (p-i-n) perovskite solar cells (PSCs). Tridecafluorohexane-1-sulfonic acid potassium (TFHSP) is employed as a multifunctional dipole molecule to modify the perovskite surface. The solid coordination and hydrogen bonding efficiently passivate the surface defects, thereby reducing nonradiative recombination. The induced positive dipole layer between the perovskite and ETLs improves the energy band alignment, enhancing interface charge extraction. Additionally, the strong interaction between TFHSP and the perovskite stabilizes the perovskite surface, while the hydrophobic fluorinated moieties prevent the ingress of water and oxygen, enhancing the device stability. The resultant devices achieve a power conversion efficiency (PCE) of 24.6%. The unencapsulated devices retain 91% of their initial efficiency after 1000 h in air with 60% relative humidity, and 95% after 500 h under maximum power point (MPP) tracking at 35 °C. The utilization of multifunctional dipole molecules opens new avenues for high-performance and long-term stable perovskite devices.",2024,2024-07-07,article,Advanced Materials,,Jiaxin Wu; Rui Zhu; Guixiang Li; Zuhong Zhang; Jorge Pascual; Hongzhuo Wu; Mahmoud H. Aldamasy; Luyao Wang; Zhenhuang Su; Silver‐Hamill Turren‐Cruz; R. Mathew Roy; Fahad A. Alharthi; Ali Alsalme; Junhan Zhang; Xingyu Gao; Michael Saliba; Antonio Abate; Meng Li,89,https://doi.org/10.1002/adma.202407433,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/adma.202407433,True,OpenAlex,oa_mppt,46,A_curve_likely_original,18,True,True,False,\bperovskit;\bpsc(?:s)?\b,solar cell;power conversion efficien;\bpce\b,stabilit,"maximum power point|\bmpp(?:t)?\b;tracking;\b\d[\d,\.]*\s*h\b",,False
OpenAlex,oa_operational_stability,111,https://openalex.org/W4405894894,10.1038/s41467-024-55329-0,Ultrathin polymer membrane for improved hole extraction and ion blocking in perovskite solar cells,"Highly efficient perovskite solar cells (PSCs) in the n-i-p structure have demonstrated limited operational lifetimes, primarily due to the layer-to-layer ion diffusion in the perovskite/doped hole-transport layer (HTL) heterojunction, leading to conductivity drop in HTL and component loss in perovskite. Herein, we introduce an ultrathin (~7 nm) p-type polymeric interlayer (D18) with excellent ion-blocking ability between perovskite and HTL to address these issues. The ultrathin D18 interlayer effectively inhibits the layer-to-layer diffusion of lithium, methylammonium, formamidium, and iodide ions. Additionally, D18 improves the energy-level alignment at the perovskite/HTL interface and facilitates efficient hole extraction. The resulting PSCs achieve efficiencies of 26.39 (certified 26.17) and 25.02% with aperture areas of 0.12 and 1.00 square centimeters, respectively. Remarkably, the devices retain 95.4% of the initial efficiency after 1100 hours of operation in maximum power point tracking, representing significant stability advancements for high-efficiency n-i-p PSCs. The operational lifetimes of n-i-p perovskite solar cells have been limited by the layer-to layer ion diffusion in the perovskite/hole-transport layer heterojunction. Here, the authors introduce an ultrathin p-type polymeric interlayer and achieve a certified efficiency of 26.17% in stable devices.",2024,2024-12-30,article,Nature Communications,Nature Portfolio,Lina Shen; Peiquan Song; Kui Jiang; Lingfang Zheng; Jianhang Qiu; Fangyao Li; Yu Huang; Jinxin Yang; Chengbo Tian; Alex K.‐Y. Jen; Liqiang Xie; Zhanhua Wei,83,https://doi.org/10.1038/s41467-024-55329-0,https://www.nature.com/articles/s41467-024-55329-0.pdf,True,OpenAlex,oa_mppt;oa_operational_stability,58,A_curve_likely_original,18,True,True,False,\bperovskit;\bpsc(?:s)?\b,solar cell,stabilit;lifetime;operational,maximum power point|\bmpp(?:t)?\b;tracking;\bhours?\b|\bhrs?\b,,False
OpenAlex,oa_mppt,74,https://openalex.org/W4390546154,10.1021/acsenergylett.3c01855,In Situ Surface Sulfidation of CsPbI 3 for Inverted Perovskite Solar Cells,"Inverted CsPbI 3 commonly exhibits a more p-type surface than bulk, which induces severe interfacial recombination and, thus, limits the device’s V oc and efficiency in inverted perovskite solar cells (PSCs). Here, a gradual CsPbI 3 /PbS heterojunction is constructed to inhibit such recombination through in situ chemical sulfidation with N, N ′-diphenylthiourea (DPhTA). DPhTA can directly react with CsPbI 3 to form PbS and induce a p- to n-type transition at the CsPbI 3 surface, which leads to the energy level bending downward and establishing a gradual CsPbI 3 /PbS heterojunction at the top of the surface region. PSCs with DPhTA exhibit a high V oc of 1.20 V and reach over 20% efficiency (stabilized efficiency of 19.5%), which is among the highest efficiencies of inverted CsPbI 3 PSCs. In addition, the strong Pb–S bond and well-matched crystal lattice of PbS will protect and stabilize the CsPbI 3 layer beneath, thereby greatly improving the device’s stability. Resulting PSCs retain over 95% of the initial efficiency whether after maximum power point (MPP) tracking for 1200 h or N 2 storage for 300 days.",2024,2024-01-03,article,ACS Energy Letters,American Chemical Society,Xuemin Guo; Chunyan Lu; Wenxiao Zhang; Haobo Yuan; Hui Yang; Acan Liu; Zhengbo Cui; Wen J. Li; Yuyang Hu; Xiaodong Li; Junfeng Fang,81,https://doi.org/10.1021/acsenergylett.3c01855,,False,OpenAlex,oa_mppt,74,A_curve_likely_original,18,True,True,False,\bperovskit;\bpsc(?:s)?\b,solar cell,stabilit,"maximum power point|\bmpp(?:t)?\b;tracking;\b\d[\d,\.]*\s*h\b",,False
OpenAlex,oa_operational_stability,114,https://openalex.org/W4391983847,10.1021/acsenergylett.4c00049,Ion-Migration Inhibitor for Spiro-OMeTAD/Perovskite Contact toward Stable Perovskite Solar Cells,"Dopants are utilized to enhance the mobility and optimize energy levels of hole-transporting layers in perovskite solar cells (PSCs), which are crucial to achieving high power conversion efficiencies (PCEs) of normal PSCs. However, the traditional method of doping 2,2′,7,7′-tetrakis( N,N -di(4-methoxyphenyl)amino)-9,9-spirobifluorene (Spiro-OMeTAD) with lithium bis(trifluoromethylsulfonyl)imide (Li-TFSI) can cause inward migration of Li-ions to perovskite, which is one of the main factors affecting the long-term stability of PSCs. In this study, we utilized a multifunctional ion-migration inhibitor at the Spiro-OMeTAD/perovskite interface to control ion migration. As a result, both Spiro-OMeTAD and perovskite were safeguarded and the device’s operational stability was enhanced. The optimized devices with 4-methanesulfonyl-benzamidine hydrochloride exhibited an improved PCE of up to 25.3%. Meanwhile, we documented 520-h T 90 under continuous 1-sun illumination, 740-h T 80 heating at 60 ± 5 °C, and 1000-h T 92 at maximum power point tracking at 50 ± 5 °C under continuous 1-sun illumination.",2024,2024-02-20,article,ACS Energy Letters,American Chemical Society,Jiazhe Xu; Pengju Shi; Ke Zhao; Libing Yao; Caner Değer; Sisi Wang; Xu Zhang; Shaochen Zhang; Yuan Tian; Xiaonan Wang; Jiahui Shen; Chao Zhang; İlhan Yavuz; Jingjing Xue; Rui Wang,77,https://doi.org/10.1021/acsenergylett.4c00049,,False,OpenAlex,oa_mppt;oa_operational_stability,55,A_curve_likely_original,18,True,True,False,\bperovskit;\bpsc(?:s)?\b,solar cell;power conversion efficien;\bpce\b,stabilit;operational,maximum power point|\bmpp(?:t)?\b;tracking;operational stabilit,,False
